sample_id,d_path,d_name,batch_idx,batch_name,seq_no,code,spec_name,line_code,lot_id,test_case,fine_code,coarse_code,product_code,product_fine,product_coarse,is_special,tensor_path
B20_1359_125080509,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1359#YJDACS125080509.D,1359#YJDACS125080509.D,20,20250808,1359.0,YJD,红塔山（硬经典）,A,125080509,ACS125080509,YJD,YJD,YJD,YJD,YJD,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/YJD/1777_B20_1359_125080509.npz
B20_1360_125080512,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1360#YJDACS125080512.D,1360#YJDACS125080512.D,20,20250808,1360.0,YJD,红塔山（硬经典）,A,125080512,ACS125080512,YJD,YJD,YJD,YJD,YJD,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/YJD/1778_B20_1360_125080512.npz
B20_1361_125080609,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1361#H88CCS125080609.D,1361#H88CCS125080609.D,20,20250808,1361.0,H88,红河（88）,C,125080609,CCS125080609,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/H88/1779_B20_1361_125080609.npz
B20_1362_125080613,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1362#H88CCS125080613.D,1362#H88CCS125080613.D,20,20250808,1362.0,H88,红河（88）,C,125080613,CCS125080613,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/H88/1780_B20_1362_125080613.npz
B20_1363_125080616,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1363#H88CCS125080616.D,1363#H88CCS125080616.D,20,20250808,1363.0,H88,红河（88）,C,125080616,CCS125080616,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/H88/1781_B20_1363_125080616.npz
B20_1364_125080619,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1364#H99CCS125080619.D,1364#H99CCS125080619.D,20,20250808,1364.0,H99,红河（99）,C,125080619,CCS125080619,H99,H99,H99,H99,H99,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/H99/1782_B20_1364_125080619.npz
B20_1365_125080617,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1365#HMDACS125080617.D,1365#HMDACS125080617.D,20,20250808,1365.0,HMD,牡丹（软）,A,125080617,ACS125080617,HMD,HMD,HMD,HMD,HMD,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/HMD/1783_B20_1365_125080617.npz
B20_1366_125080603,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1366#HRJACS125080603.D,1366#HRJACS125080603.D,20,20250808,1366.0,HRJ,红河（软甲）,A,125080603,ACS125080603,HRJ,HRJ,HRJ,HRJ,HRJ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/HRJ/1784_B20_1366_125080603.npz
B20_1367_125080607,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1367#HRYBCS125080607.D,1367#HRYBCS125080607.D,20,20250808,1367.0,HRY,云烟（软如意）,B,125080607,BCS125080607,HRY,HRY,HRY,HRY,HRY,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/HRY/1785_B20_1367_125080607.npz
B20_1368_125080601,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1368#HYZBCS125080601.D,1368#HYZBCS125080601.D,20,20250808,1368.0,HYZ,云烟（紫）,B,125080601,BCS125080601,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/HYZ/1786_B20_1368_125080601.npz
B20_1369_125080604,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1369#HYZBCS125080604.D,1369#HYZBCS125080604.D,20,20250808,1369.0,HYZ,云烟（紫）,B,125080604,BCS125080604,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/HYZ/1787_B20_1369_125080604.npz
B20_1370_125080610,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1370#HYZBCS125080610.D,1370#HYZBCS125080610.D,20,20250808,1370.0,HYZ,云烟（紫）,B,125080610,BCS125080610,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/HYZ/1788_B20_1370_125080610.npz
B20_1371_125080612,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1371#HYZBCS125080612.D,1371#HYZBCS125080612.D,20,20250808,1371.0,HYZ,云烟（紫）,B,125080612,BCS125080612,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/HYZ/1789_B20_1371_125080612.npz
B20_1372_125080615,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1372#HYZBCS125080615.D,1372#HYZBCS125080615.D,20,20250808,1372.0,HYZ,云烟（紫）,B,125080615,BCS125080615,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/HYZ/1790_B20_1372_125080615.npz
B20_1373_125080618,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1373#HYZBCS125080618.D,1373#HYZBCS125080618.D,20,20250808,1373.0,HYZ,云烟（紫）,B,125080618,BCS125080618,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/HYZ/1791_B20_1373_125080618.npz
B20_1374_125080620,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1374#HYZBCS125080620.D,1374#HYZBCS125080620.D,20,20250808,1374.0,HYZ,云烟（紫）,B,125080620,BCS125080620,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/HYZ/1792_B20_1374_125080620.npz
B20_1375_125080622,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1375#HYZBCS125080622.D,1375#HYZBCS125080622.D,20,20250808,1375.0,HYZ,云烟（紫）,B,125080622,BCS125080622,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/HYZ/1793_B20_1375_125080622.npz
B20_1376_125080602,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1376#HYZCCS125080602.D,1376#HYZCCS125080602.D,20,20250808,1376.0,HYZ,云烟（紫）,C,125080602,CCS125080602,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/HYZ/1794_B20_1376_125080602.npz
B20_1377_125080605,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1377#HYZCCS125080605.D,1377#HYZCCS125080605.D,20,20250808,1377.0,HYZ,云烟（紫）,C,125080605,CCS125080605,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/HYZ/1795_B20_1377_125080605.npz
B20_1378_125080606,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1378#HYZCCS125080606.D,1378#HYZCCS125080606.D,20,20250808,1378.0,HYZ,云烟（紫）,C,125080606,CCS125080606,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/HYZ/1796_B20_1378_125080606.npz
B20_1379_125080621,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1379#HYZCCS125080621.D,1379#HYZCCS125080621.D,20,20250808,1379.0,HYZ,云烟（紫）,C,125080621,CCS125080621,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/HYZ/1797_B20_1379_125080621.npz
B20_1380_125080608,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1380#RJDACS125080608.D,1380#RJDACS125080608.D,20,20250808,1380.0,RJD,红塔山（软经典）,A,125080608,ACS125080608,RJD,RJD,RJD,RJD,RJD,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/RJD/1798_B20_1380_125080608.npz
B20_1381_125080611,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1381#YJDACS125080611.D,1381#YJDACS125080611.D,20,20250808,1381.0,YJD,红塔山（硬经典）,A,125080611,ACS125080611,YJD,YJD,YJD,YJD,YJD,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/YJD/1799_B20_1381_125080611.npz
B20_1382_125080614,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1382#YJDACS125080614.D,1382#YJDACS125080614.D,20,20250808,1382.0,YJD,红塔山（硬经典）,A,125080614,ACS125080614,YJD,YJD,YJD,YJD,YJD,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/YJD/1800_B20_1382_125080614.npz
B20_1383_125080710,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1383#H88CCS125080710.D,1383#H88CCS125080710.D,20,20250808,1383.0,H88,红河（88）,C,125080710,CCS125080710,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/H88/1801_B20_1383_125080710.npz
B20_1384_125080713,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1384#H88CCS125080713.D,1384#H88CCS125080713.D,20,20250808,1384.0,H88,红河（88）,C,125080713,CCS125080713,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/H88/1802_B20_1384_125080713.npz
B20_1385_125080716,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1385#H88CCS125080716.D,1385#H88CCS125080716.D,20,20250808,1385.0,H88,红河（88）,C,125080716,CCS125080716,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/H88/1803_B20_1385_125080716.npz
B20_1386_125080719,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1386#H99CCS125080719.D,1386#H99CCS125080719.D,20,20250808,1386.0,H99,红河（99）,C,125080719,CCS125080719,H99,H99,H99,H99,H99,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/H99/1804_B20_1386_125080719.npz
B20_1387_125080714,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1387#HMDACS125080714.D,1387#HMDACS125080714.D,20,20250808,1387.0,HMD,牡丹（软）,A,125080714,ACS125080714,HMD,HMD,HMD,HMD,HMD,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/HMD/1805_B20_1387_125080714.npz
B20_1388_125080718,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1388#HRJBCS125080718.D,1388#HRJBCS125080718.D,20,20250808,1388.0,HRJ,红河（软甲）,B,125080718,BCS125080718,HRJ,HRJ,HRJ,HRJ,HRJ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/HRJ/1806_B20_1388_125080718.npz
B20_1389_125080708,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1389#HRYBCS125080708.D,1389#HRYBCS125080708.D,20,20250808,1389.0,HRY,云烟（软如意）,B,125080708,BCS125080708,HRY,HRY,HRY,HRY,HRY,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/HRY/1807_B20_1389_125080708.npz
B20_1390_125080701,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1390#HYZBCS125080701.D,1390#HYZBCS125080701.D,20,20250808,1390.0,HYZ,云烟（紫）,B,125080701,BCS125080701,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/HYZ/1808_B20_1390_125080701.npz
B20_1391_125080704,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1391#HYZBCS125080704.D,1391#HYZBCS125080704.D,20,20250808,1391.0,HYZ,云烟（紫）,B,125080704,BCS125080704,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/HYZ/1809_B20_1391_125080704.npz
B20_1392_125080711,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1392#HYZBCS125080711.D,1392#HYZBCS125080711.D,20,20250808,1392.0,HYZ,云烟（紫）,B,125080711,BCS125080711,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/HYZ/1810_B20_1392_125080711.npz
B20_1393_125080712,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1393#HYZBCS125080712.D,1393#HYZBCS125080712.D,20,20250808,1393.0,HYZ,云烟（紫）,B,125080712,BCS125080712,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/HYZ/1811_B20_1393_125080712.npz
B20_1394_125080715,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1394#HYZBCS125080715.D,1394#HYZBCS125080715.D,20,20250808,1394.0,HYZ,云烟（紫）,B,125080715,BCS125080715,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/HYZ/1812_B20_1394_125080715.npz
B20_1395_125080720,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1395#HYZBCS125080720.D,1395#HYZBCS125080720.D,20,20250808,1395.0,HYZ,云烟（紫）,B,125080720,BCS125080720,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/HYZ/1813_B20_1395_125080720.npz
B20_1396_125080702,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1396#HYZCCS125080702.D,1396#HYZCCS125080702.D,20,20250808,1396.0,HYZ,云烟（紫）,C,125080702,CCS125080702,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/HYZ/1814_B20_1396_125080702.npz
B20_1397_125080705,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1397#HYZCCS125080705.D,1397#HYZCCS125080705.D,20,20250808,1397.0,HYZ,云烟（紫）,C,125080705,CCS125080705,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/HYZ/1815_B20_1397_125080705.npz
B20_1398_125080707,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1398#HYZCCS125080707.D,1398#HYZCCS125080707.D,20,20250808,1398.0,HYZ,云烟（紫）,C,125080707,CCS125080707,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/HYZ/1816_B20_1398_125080707.npz
B20_1399_125080721,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1399#HYZCCS125080721.D,1399#HYZCCS125080721.D,20,20250808,1399.0,HYZ,云烟（紫）,C,125080721,CCS125080721,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/HYZ/1817_B20_1399_125080721.npz
B20_1400_125080703,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1400#RJDACS125080703.D,1400#RJDACS125080703.D,20,20250808,1400.0,RJD,红塔山（软经典）,A,125080703,ACS125080703,RJD,RJD,RJD,RJD,RJD,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/RJD/1818_B20_1400_125080703.npz
B20_1401_125080717,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1401#RJDACS125080717.D,1401#RJDACS125080717.D,20,20250808,1401.0,RJD,红塔山（软经典）,A,125080717,ACS125080717,RJD,RJD,RJD,RJD,RJD,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/RJD/1819_B20_1401_125080717.npz
B20_1402_125080706,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1402#YJDACS125080706.D,1402#YJDACS125080706.D,20,20250808,1402.0,YJD,红塔山（硬经典）,A,125080706,ACS125080706,YJD,YJD,YJD,YJD,YJD,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/YJD/1820_B20_1402_125080706.npz
B20_1403_125080709,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1403#YJDACS125080709.D,1403#YJDACS125080709.D,20,20250808,1403.0,YJD,红塔山（硬经典）,A,125080709,ACS125080709,YJD,YJD,YJD,YJD,YJD,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/YJD/1821_B20_1403_125080709.npz
B20_1404_125080806,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1404#H88CCS125080806.D,1404#H88CCS125080806.D,20,20250808,1404.0,H88,红河（88）,C,125080806,CCS125080806,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/H88/1822_B20_1404_125080806.npz
B20_1405_125080808,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1405#H88CCS125080808.D,1405#H88CCS125080808.D,20,20250808,1405.0,H88,红河（88）,C,125080808,CCS125080808,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/H88/1823_B20_1405_125080808.npz
B20_1406_125080811,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1406#H88CCS125080811.D,1406#H88CCS125080811.D,20,20250808,1406.0,H88,红河（88）,C,125080811,CCS125080811,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/H88/1824_B20_1406_125080811.npz
B20_1407_125080814,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1407#H88CCS125080814.D,1407#H88CCS125080814.D,20,20250808,1407.0,H88,红河（88）,C,125080814,CCS125080814,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/H88/1825_B20_1407_125080814.npz
B20_1408_125080820,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1408#H88CCS125080820.D,1408#H88CCS125080820.D,20,20250808,1408.0,H88,红河（88）,C,125080820,CCS125080820,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/H88/1826_B20_1408_125080820.npz
B20_1409_125080818,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1409#H99CCS125080818.D,1409#H99CCS125080818.D,20,20250808,1409.0,H99,红河（99）,C,125080818,CCS125080818,H99,H99,H99,H99,H99,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/H99/1827_B20_1409_125080818.npz
B20_1410_125080809,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1410#HMDACS125080809.D,1410#HMDACS125080809.D,20,20250808,1410.0,HMD,牡丹（软）,A,125080809,ACS125080809,HMD,HMD,HMD,HMD,HMD,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/HMD/1828_B20_1410_125080809.npz
B20_1411_125080812,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1411#HMDACS125080812.D,1411#HMDACS125080812.D,20,20250808,1411.0,HMD,牡丹（软）,A,125080812,ACS125080812,HMD,HMD,HMD,HMD,HMD,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/HMD/1829_B20_1411_125080812.npz
B20_1412_125080802,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1412#HYZBCS125080802.D,1412#HYZBCS125080802.D,20,20250808,1412.0,HYZ,云烟（紫）,B,125080802,BCS125080802,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/HYZ/1830_B20_1412_125080802.npz
B20_1413_125080805,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1413#HYZBCS125080805.D,1413#HYZBCS125080805.D,20,20250808,1413.0,HYZ,云烟（紫）,B,125080805,BCS125080805,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/HYZ/1831_B20_1413_125080805.npz
B20_1414_125080807,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1414#HYZBCS125080807.D,1414#HYZBCS125080807.D,20,20250808,1414.0,HYZ,云烟（紫）,B,125080807,BCS125080807,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/HYZ/1832_B20_1414_125080807.npz
B20_1415_125080810,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1415#HYZBCS125080810.D,1415#HYZBCS125080810.D,20,20250808,1415.0,HYZ,云烟（紫）,B,125080810,BCS125080810,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/HYZ/1833_B20_1415_125080810.npz
B20_1416_125080813,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1416#HYZBCS125080813.D,1416#HYZBCS125080813.D,20,20250808,1416.0,HYZ,云烟（紫）,B,125080813,BCS125080813,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/HYZ/1834_B20_1416_125080813.npz
B20_1417_125080815,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1417#HYZBCS125080815.D,1417#HYZBCS125080815.D,20,20250808,1417.0,HYZ,云烟（紫）,B,125080815,BCS125080815,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/HYZ/1835_B20_1417_125080815.npz
B20_1418_125080817,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1418#HYZBCS125080817.D,1418#HYZBCS125080817.D,20,20250808,1418.0,HYZ,云烟（紫）,B,125080817,BCS125080817,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/HYZ/1836_B20_1418_125080817.npz
B20_1419_125080819,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1419#HYZBCS125080819.D,1419#HYZBCS125080819.D,20,20250808,1419.0,HYZ,云烟（紫）,B,125080819,BCS125080819,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/HYZ/1837_B20_1419_125080819.npz
B20_1420_125080821,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1420#HYZBCS125080821.D,1420#HYZBCS125080821.D,20,20250808,1420.0,HYZ,云烟（紫）,B,125080821,BCS125080821,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/HYZ/1838_B20_1420_125080821.npz
B20_1421_125080803,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1421#HYZCCS125080803.D,1421#HYZCCS125080803.D,20,20250808,1421.0,HYZ,云烟（紫）,C,125080803,CCS125080803,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/HYZ/1839_B20_1421_125080803.npz
B20_1422_125080816,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1422#RJDACS125080816.D,1422#RJDACS125080816.D,20,20250808,1422.0,RJD,红塔山（软经典）,A,125080816,ACS125080816,RJD,RJD,RJD,RJD,RJD,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/RJD/1840_B20_1422_125080816.npz
B20_1423_125080801,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1423#YJDACS125080801.D,1423#YJDACS125080801.D,20,20250808,1423.0,YJD,红塔山（硬经典）,A,125080801,ACS125080801,YJD,YJD,YJD,YJD,YJD,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/YJD/1841_B20_1423_125080801.npz
B20_1424_125080804,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1424#YJDACS125080804.D,1424#YJDACS125080804.D,20,20250808,1424.0,YJD,红塔山（硬经典）,A,125080804,ACS125080804,YJD,YJD,YJD,YJD,YJD,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/YJD/1842_B20_1424_125080804.npz
B20_1425_125080908,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1425#H88CCS125080908.D,1425#H88CCS125080908.D,20,20250808,1425.0,H88,红河（88）,C,125080908,CCS125080908,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/H88/1843_B20_1425_125080908.npz
B20_1426_125080911,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1426#H88CCS125080911.D,1426#H88CCS125080911.D,20,20250808,1426.0,H88,红河（88）,C,125080911,CCS125080911,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/H88/1844_B20_1426_125080911.npz
B20_1427_125080903,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1427#HMDACS125080903.D,1427#HMDACS125080903.D,20,20250808,1427.0,HMD,牡丹（软）,A,125080903,ACS125080903,HMD,HMD,HMD,HMD,HMD,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/HMD/1845_B20_1427_125080903.npz
B20_1428_125080901,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1428#HYZBCS125080901.D,1428#HYZBCS125080901.D,20,20250808,1428.0,HYZ,云烟（紫）,B,125080901,BCS125080901,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/HYZ/1846_B20_1428_125080901.npz
B20_1429_125080904,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1429#HYZBCS125080904.D,1429#HYZBCS125080904.D,20,20250808,1429.0,HYZ,云烟（紫）,B,125080904,BCS125080904,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/HYZ/1847_B20_1429_125080904.npz
B20_1430_125080906,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250808/1430#HYZBCS125080906.D,1430#HYZBCS125080906.D,20,20250808,1430.0,HYZ,云烟（紫）,B,125080906,BCS125080906,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250808/HYZ/1848_B20_1430_125080906.npz
